Title,Link
Threezero Unveils Transformers: Age of Extinction DLX Lockdown Figure - Bleeding Cool News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOTXk2TW56UVIxQVBtRnBlY3ZoeHZGOHNRNmg5Uk02eWVnX1J1cFdYMHoxcXFWZExmenIxUFNSeWoxcngwcjFzMWNES3I0aTZBU2dPRVY2TE9Wazc2Y205VFNWU1ZzQmtPdGQ2RElPX2pkS21oNWZvMm0zRGNoa0hJTVI5N1lVRjVLVHNsLUZEbFlGTEc4WFBGZE82cXMtcndFaEJReS1sdVlPZ0E?oc=5
‘They’re about two years behind’: fears for children born during lockdown as they start at school - The Guardian,https://news.google.com/rss/articles/CBMipgFBVV95cUxPU1ZuSWowTjlMUDN5c0ZQeFUxenFfMndZUXFjaWdtOURxaTRMUW5NS0s2aUY3OHZZdFFnNU9DYmlqZTgwdm4xOUhZb184YmcwQi16SmFWRlJZV0F6WUxpYU9CaUhxcXFUTG5vMGlBX0NsTHhLcmNrVjd4OW51dFZmQTdxX2toMjZaQ2ZwUHZjcWlZVXJ5UXFoTC1BVHRTVmZTQUtPV2h30gGmAUFVX3lxTE5WSXl1dGxwczdjMzJfam11ajMxOW5QdnNkTkRuQkxxamlmRXhJeDVveGZZQUEwRnM4MDZoWHBLR2ZRdWJIdFNGeWZoZ2ZYcjZuQXBsNFZHWklxQ01LMzE1MHA0eVIxMEk1ZTRKdFlTX3RnX2JISS1vZm1ZamxndzhtZlZ2UUdDeFBnelJ2eGIzb2NMZHhMN1Fybm0xa2JSR211THFxLVE?oc=5
Overland Park police: Swatting call at elementary school causes temporary lockdown Tuesday - KSHB 41 Kansas City News,https://news.google.com/rss/articles/CBMivgFBVV95cUxOQS1kVlFlQWhfOUFfQnRud3hJOVAwUjdROWZYNWcyWXlvMjlaRGMwSmpXMVM4ejN0VUg1MW9WWTdfSXVsYlVJTnpVakdqUWNhNmxiZUs2VUt5aG9JcFg1d253V0JYSG5nN1RZVHdab2k3X1o2NTJsS1d5VFJNSUd4ak5ISUhPRDF4NkFiQzlvWngydDJjYTlKaTVDS1pVUGR1R2RlWkt5OXZHak9Edjd1TVJWanBvdy1LV0Z3b3h3?oc=5
"Fewer Australians will accept lockdowns in future pandemics, report says - Reuters",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQdk5yejM5aEY1RkZnZUJubmRxdUZYTW5wUjhnbVhQdzFlc3VISW55TDEtSDNyRUh6LVd3bHc3NkxjemVMX0wtZ1FzVVNUS3F6ODYzbnpDeEw0ZUhPOXZhbWRubnBZNndXcTNsbjdjQy1JVFU5ZkN4RjR6ajRvMWVtYUVpRXpscTRnUkVDcTBNVzFMR0lka3pHOWNIQks5ckszZng3NHhPN0I3SU1HNUdpbmU2bkJZSVdQY2JXVjJUdjk?oc=5
Oxford High School closed Friday after swatting incident prompts lockdown - WXYZ 7 Action News Detroit,https://news.google.com/rss/articles/CBMioAFBVV95cUxQWkVzWldabmZ3WXptT0F4NXpCRE4xam9YekNOZkE0b0VRbkZXTkI5THVabVN6aHpYTTBNUGZoUktBeTkyVC10b2tfTWY2cjZvS1ZhNFc0azdNeDJuNmU1RmVCVXhuREJyVDdEN1dVNENnOTMydjcxMi1kOXRBYmJfdUNvOUJKLWd5em5hVFdMTHJSS25Tb1o2eE5tWXdUTngw?oc=5
Brighton: Series of lockdown portraits by JJ Waller on display - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9PMjNTOUFINl9ReDhJV0FXRHhXa3BPVUlIVXllUjhYSmFyWHhDRVR2T21ja2RrdGtudTJxekVVWkhLbHRvV3U3emxaMjdQbzl3X3Q3d0Z1R1ZTWEgt0gFiQVVfeXFMT1N3a05TeGltb01QMGExenlXLVFqd2dEbnp2YzhWc3d6MDRSR3ZHbHR0VEFDT0E5WmUwM0dESlowQ0lOMG54VlJ3WllyZUFraFJyLVprX196VS0xNENVYjRsUnc?oc=5
Youth Cabinet reflect on 2020 lockdown - Worcestershire County Council,https://news.google.com/rss/articles/CBMif0FVX3lxTE9wdS1udVM5ZWQyNERKT1g4eHl3QTRSU1VFbkE4WS1IRG9jVnRFNmxYclhkNUxKUTFUNmlnLUkydm1hZWdJbldWcHRRTFcxemlJUC1aaFR2LU9kYnhmOUpqODNuUHdqNDd5Qml3MGRKRjJaTXhWd0Q0MVBzSHNnOGc?oc=5
"1 person shot in Fairfax, putting 2 schools on soft lockdown - WRDW",https://news.google.com/rss/articles/CBMimAFBVV95cUxOdFNRVW1xWkgzMGxrV1h0V2pBcVhlUHBhNlB4YkdPRU1NcWdCdUZhaUo4SC1mUDhSOVY1bG5YMzEzRGFNUGRSbnZMVnhwNDBNXzlLSVZSdXg2Mnc1Y1U0NUh3NjF3eFVhUklWdTBuYzF0eVdWWmcwR243QmNIVkxxT0NHRDgza0hfMGM0RWJ3SjFEOV9tbjVqbNIBrAFBVV95cUxPLXdISGtUWWM4WlhseWZPN3hqazdQblJNSUtna05abGozajU3S0QzUVgyQ0ZHM3lXUnNSTkxRTVZNalo3bFNmT3NKNmw1OEFJSjY0Z0o0c2NfX1NfVEozRTRBZnZXWmw2M29yLV9FOEVIMjhNRlBsMTUwbTRDZ0l1UHEyWkZJbm5XdXJUT2d5NUFWRS1DUmlRSWNNc0dmbV82dHZKNlQxemV6OHJk?oc=5
"Oxford High School placed on lockdown, searched after 'bogus threat' from Netherlands - Detroit Free Press",https://news.google.com/rss/articles/CBMixAFBVV95cUxNZGhEM2dua3NlaVh0Tk9EMlJtZnRDQ3kwWkR4SlBWd241ZmhJdlVESC04eFdMcjVxLWYxdlg5Mm1fQ1BsakpJRlVUNlV2clJqamV1QjVOZHZVTG04S09qTDg0MDduWGN6OUVZMUpVU012NzFHWThQb2VHcDNHVzcyQVVKbmswdVFGZHYwdy1xVHNpVTRmSTcyQzA0eTVkaWJLZGRadHJYWS1uY19lOUN5VlIyQUlwc2tBREJjRnBJbzBSWTM3?oc=5
Code Red lockdown lifted at Broughton High. No gun found on Raleigh campus. - Raleigh News & Observer,https://news.google.com/rss/articles/CBMie0FVX3lxTE9kY3BhbzNrMTl5NDU1T0pEcnp3cXdVMWdxZjcwcnhmdjBrdlFUT2tPeUxuWHJnamlveTRtVGFjZmdyYjY2VmNDT1R0TzJvQWxNTmUzQUpqQUlLU3ZHYTkxY3VhSERmQmNyQnpBczlCRWJvc3NrREgtNGg3WdIBe0FVX3lxTE1NY1FqWUJTdHl1UUtMcDRvVXdNcUZETE1wNklGRlhfT0R2QWRsTGxTM3BsYkNKTGVnUUhaN2w3dS03RmpTeDdZSE05aERtMHZmc0JMdlkycm90Tm5NbHloaUtON2lRc092Y1paRU5fZDZ0YXlrVjU0Y3JRNA?oc=5
"BORIS JOHNSON: It saved lives, but now I'm not sure lockdown works - Daily Mail",https://news.google.com/rss/articles/CBMikwFBVV95cUxNMm5ydUtJOUdrYUZscHQtdzhreDhoSTBPMnVnY19ZcmpsTG5XLWdyYVNrbVdkbTNwdnlvT250MEZmNVRiUXNYNHRTU2FuOEd0cHo5VUNtemRqTnlIQUg4bFExY1VrZHFyR1NhcDQ5ZkhzcFczalBCcUtMVlRDLWNCVVpkVWwyTmtvSVlaRWk5Snc0S0k?oc=5
Rocketgirl on her sixth lockdown: Andrew Rovenko’s best photograph - The Guardian,https://news.google.com/rss/articles/CBMivAFBVV95cUxNU0U4Y2xhY1o1SVJvSG9BWWdTcE5jYUdnR3piZHZ1YnFjMkJUQXpVYmIxYUNOLUR4SHNMVzhjZ3B5Z3BMSHRwNFg3UjNCb2RVTjNRbDNPbWxKaFV1ZEZYaWlfWUFzdXl0NTlnTDBNdHdRWDBrbjdvRnRkdVF2M29vNmF0REZ6Mm83Zi1QYkRZd2VrRVBFckdGbTlNNDFKSGpQRGZFTWwzUVI5bXAydkc2TVFxUkVqSHMxRmlJQdIBvAFBVV95cUxNT0FSWUllX2I0d2dzSjVFZVhQSUREdG9EWWthWk5zM0lpVlRaWEVQaEZmWEMya2FnenJzUUR1NmZvQUFCMWQxaHE1WnZKa3Z1X1lLZ1pyaG9id2c5RXVtbGg4aTZUb2szTThEY0RoTHZTUlk2OERaUjBiQmxLUmVpRU9OY19tYm4zSy0tZWlaSUx0NkdKbnJZeDNZQngzMHV3M3EwR0ZBVTh3dmZVX2k1NGR6LVNoZlN5clMwWQ?oc=5
Second Greater Manchester school put in lockdown - Yahoo News UK,https://news.google.com/rss/articles/CBMigwFBVV95cUxNT0Y5QTRfWFJUU3UySzI3eDc3VnM1Q0R6SXlubG9aSUg3ZDNNcGdaeEY2S3BMZGw0S1hkeXJDcXZOSzhORlNBWkJsZnpxQjZWVjctajRGRkVxa3BoNGhpbWI2V0Zfb21PRXJYcHVxbTV1bUxIbHpzdmZkajNuQmtWUlZGWQ?oc=5
"Kendrick Perkins rips Bucks, claims Milwaukee undervalued lockdown guard - Sporting News",https://news.google.com/rss/articles/CBMi6AFBVV95cUxQdWtTc09kMWdTak1pWGRDMFR0OV9vdjFuUkVyX0dyQXpOVE1fRkNQN1pNazJHTEloTVoyVmlZNExpN3lrR0poQjE5VnBiSFhndXpyOHhlek5YZU1NbFRobDlDZ3dPa2xncUhfVGtSVzRIdk5OZFo3Q3hjOUVYRDRDUmJCRk81dmg3clZTSVlHdlV4WXZkOEZfRm5nSEJUS2xZb0piQTkzdFdJWVBBczhjM2l1cUJyYlFRRS1tT3JDWE9TUWNTYi1aeDJqemQ5c3VFdFdLbFZIem8zZ3lrMW1LUUJfWXRaQUJM?oc=5
Manor High School student fatally stabbed - KWTX,https://news.google.com/rss/articles/CBMinAFBVV95cUxNVmlaY25Ja0N4MmxnUEZZVnlrOWItMVV3TVNYN2h6dzJsM1JIa1NoSFhwbVVhZG5wMkdROFpOb2dTUC1wdEdwN2FrVXlTRVFBYVZHb0hXVlBuMTNxVXFYeXRQSXpzQVp1RnppaFR3VERsRGs2TXlRZm5XMEozWlh0SE1XcVlVWXBabHB0WmR1aldPc01mdm96V0s1NWbSAbABQVVfeXFMTm1LNjVoLWItNXFCN240YlhIblMyeU1RZUdqajFOaXhuNTljampEaV9mQVk2WklYMTIzNGlWTjN1UnowRnJUdVFmd09VYlV6N1NuVmtnZE83X3FyYnJaNWQ3MDByMFhib2V1Vmg2YXRfQjhJbGFxRTFNX0QyT0NUSnlXeHd6LTNyNXRBOUJ3b3F4dDhXV2l4RGk5WC1IU1h6bEEzQkExVEtzRWNmY3Z4YkM?oc=5
Update: SPD gives insight as school community on edge during Thurston High School lockdown - nbc16.com,https://news.google.com/rss/articles/CBMilAFBVV95cUxQMzV6ZDJCb1ZPdzhiSWlkbkdZNHhobXpkQ21uemRKUFpZaVZKM1ZMVTJGT1JVQnRLZG1qaWhFbzY2NEs5bFQyc1FoTkk5T0FlLUoxeTBtSi1hTlVTazF5UC1SNGJEYUg4azNnYVVGY25SSkxxanlDbFVIWnBTOGlCM0M0VW1zOEtOSE5NQXNkWVZ3cjB10gGaAUFVX3lxTE5iY0JJR1ZiM3NFMWlSV3IwTTN1ZGNlbEwwWDN6Zkg4UDVxTGFmeHczLVVidlZ5Y2NJVUpzQTEwdlZPamFDcThRRVpOZGlXM3dERF9wOUJsOUoyM3RGenozbUVmZ2FVWE1pVFVZU0lHOE84NGlKR252MXQweHlqcnFEZHBIaVRXSDhPZDk5dnhrMmhEQVBqdmlxLXc?oc=5
University of Bridgeport under lockdown after reported shooting in dining hall - NECN,https://news.google.com/rss/articles/CBMiowFBVV95cUxNWmFyUno0OEd1X04teFdwYzg5bDVHU3JkQ3cweFJDLWxWd2NKZzNYRTBWeTN2TkdDUU9WdVVNaGc3b2h6Z1dJNUdSbnFXQUtVUzhXN3Z5alpRY3ZSZXAwNUxIdlJ2NWVzMlp0OGI4a3RXQlZWc3Uwd2V2cjhxeHRDdy1Yc1h5T2U0cE5WUVFwVTlUNEJ6TDEwNlN2UVVLNnBaS0Nz0gGrAUFVX3lxTE5CTENGMkpXSjI1MGZpR1FBTGc5Sm5hUktHNC1XRjJvUXdQNXlLbHhINmp6ZTY4VEdiVkZVYkNYcV9CQ0JKSUpJYUdTaFdsa2lsM204b1ExT1JXSU9ndF9WeW1Db3dHeFdXZGN6UExNY0drRDM5Ujh0QUdPVGJvbWt3U0pjRGU0SU5mamctWmM3TnQtZVJ1dU4xVDZQUmZ2TlA3VExxTHRGSjVFbw?oc=5
Sky 5: Broughton High School under lockdown - WRAL News,https://news.google.com/rss/articles/CBMifkFVX3lxTE1NbXgwb2Y1azhLdTRpWW45WVZ3WVMzYWgtQjBYeGlVWjhfUDIxaVppWDFYaTF4LWhoT3IyXzNmYUs5d0hlcUxWa0pzMDFMODROeXJGblNDdURfVHJQdXlPZ2JlQi1wNjNRU0ZzblJTVHREX3lTRUpCQjlrN1BqZw?oc=5
I weighed 27 stone during lockdown – now my stomach is the size of a baby's - Surrey Live,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOWkpBcGxNSkR3RHUxbkRPZXRlekNSVUdObGpTWEplYzA0dDF4NUg5ejc1S2JHYzktSXc3NlRGMXNObTlDNGFBMENIMHBPMGJTZVAzUTVXMXVaV0tsSXBMTGI4TURVSlViSUZDRDZ2bkQwVGFBUF9iVERaSjF2TGhWZ1BodVFGQTFqcW5z0gGQAUFVX3lxTFBOV2d2Zm52VEl0bWxIcVBVNEtJMS1FRmRIWGRYUV9ncjNpUzluOUhtWnNIaERNR3BtR2c2T0I5azhQWmxEdEt5ZHFja0p6eUZjSmlFRVFkQ0xrVFRFZ3F2cWZtOEZNdXNuT1FTSl9qQ1Uwa0pBNF9YYUlPam9jYmZvVFBiV1kxTWhvWXFyUDRuaw?oc=5
Broughton High School in Raleigh returns to code green after temporary lockdown due to reported gun on campus - CBS17.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxPc3JoWUg1UFBTbms4UkhPSTlZMkhZZTFTTVJrSm5PTG9Db3pqcm5ULWtGanAwZ1hobjBvVGVIWU1icHpKUGhONy1KQk44THRGVHEwbHBJY2p1dmlYWmZSLVd5RlNhZTVBeU9EbW55Z0p6UEhnWnFKUFpVcmdqd2xkMWRrbHNFdTRrclNaRnYzaTNqY1RFVmEzVmRIRDVvSXY4ZzROdm5tUk9wa1FUR0NlaVZn0gG3AUFVX3lxTE5YNWxUSlNWMmFpZEI5dVdZaEI3ZDFiblJvRTR6SktCZThXcFhsVWVkQTFlMzRFMWdzSnM3Z1RmQlVoLWJyVVVjX1BtNndDcUk4VXJFRUdxQ2VtN1Q5WDNDaHJvYms0OFJhRG5CRDB3cGZCMjFKWkxNa1o0czNJaTVKSmxpZ1B0RUV5RlZOS0RHYU9pZkp4SlZ6RV82dWVzR2F3QnBCMThlZ3hNSXQ1MDl0Q2d4OWpXaw?oc=5
Havant school 'lockdown' after threats to pupil and staff member - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBYbDE1MlRjOUZTNW15M2pmU25MVHhHRC14T25uYUxPQXZCekt6eEhhMTZVMFF3ODJySGUtX1BrSTRNeGJXZldkQWprX3BTTV9uN0VOZlRJSTBUMmJt0gFiQVVfeXFMTmtsOHN5a0daamc5NmJ2TGN6cUl1VEVzamxmQjN3dDRpdGtMOEUzQ0lsYXJZMWNUdDZTWklORVlqNXpjSldMbWl1a05Sb0hrVUpxbWQyNGdWZXJMNjZ0elYzYlE?oc=5
"Fairfax shooting puts middle, high schools on soft lockdown - WRDW",https://news.google.com/rss/articles/CBMimgFBVV95cUxNZUloRkxxZ2JQbTVZNm84ZGVNbVY5aXBZRlZFS0FsVFZrTjFHUXFUUzB6WWV5NlJIc3F4aS1FVE8yWF9lU2JxT1FicGpacVNCakM4VlhSRThCZkVYWU55V0E3aU54a3U2d0gtYlgtd1pSNE42bUdiUGZadzVRV2hGRTU1eGxEejF4RlY0V3RiSnpvSXVIZGtDWFNn?oc=5
Sky 5: Broughton High School under lockdown - HighSchoolOT,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQT3dfeGxkTHZtcU9lZjRUMEpOaGRIRjR0Q0txNVpfcllJeFJEa0MzTk83RHctS1F3ZE5jWVN1czNWRTJJV0ZiUE5xc3FkNGtiMWJOWXBXTklFWFRudEZkelRyRVdVUzFxRnFsd3Q5UFpIX1hVWGpWdlpya0lya1F1ek9rUXdjdVNU?oc=5
CHS Goes On Lockdown After ‘Swatting’ Incident - Geauga Maple Leaf,https://news.google.com/rss/articles/CBMiigFBVV95cUxOTWZFeXZrazJTN3BmYjdnV3hPdUx6NDJ1dFlhMnhyR2w0R1FHTTZrUkJIMFlpRmFDU2RCaWlDN21UWU1rTFVHaEdycmtXWkpKRzNwR29uaTFPTHBjWnZqRS1OQk91dk43NlA2UmlMZzlVakYzdWx2d0xsZ3FDWFZfVi1wb3NLc1RGM0E?oc=5
An amnesty for Covid lockdown breakers? Robert Buckland plays the rest of us for fools - The Guardian,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNeGEwanpWSTFsOVJWeldjYXdkUTQxd3Z4U0RqU0pnNzBTTzdrLWpFc2ZBWThoUV96NVdCT29UWUdzbk8wQXJ4ZXQ0d0VDcEllQ29JQzM1bVMydGZRTE5IYl9KeUdpVTNJVmN2MEtwZHlVeXVteFdIdGF6VkRGRC1WNXNzRnFfRVFzV3d2Tmowc0JXMkJoR2szZFdoQUU2OGxRUHJxejFLcFN3VGtnanVYQm5wOUNZNnFrTjFUWG5YWlFCMUYwbHN6YnFDYU16Zi1pZEdDYW15NllzaDZuRkVJRtIB4AFBVV95cUxOdzA5emxodG1lQ1lRNHVucF9WR25Ha1NYVVFDeVlVUVJmQTNtcXBHSXNMaERYeFZ4aXZhaXUwdTZnMWo5b2JuNkx1RnluMkJ3N1B0T051WDN1Q2VxN1RQZHNXQ0VURFZIdVlORklxNDg1dGFPREVxa055UklQbld3aGkwcHFPX3pGT0VKeXJ3LXpLUUN2clVrdFBsMG5faHFwRGo0a0JJRWlpMWU4dE1Ddm1GTmZIT0FnNVBLSzYwMHltWC1Ld1Z0WXo5enpaNUxUbWtUQ2JkZ3I4TlVwdE1fTw?oc=5
Lockdown runner speeds from redundancy to Olympics - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1FVVh3QlRZOEVIWmJHTlQ5c3JjZTM5ZTVsNy1fWnhaN3YybElSX3RCNWZZbUJxTDlyTnl1bzFVX3Fmb3lvcVVjVnFHemJrcFpvRzJicFRmVzJTZ0dv0gFiQVVfeXFMTXBUYVhJMjJFYXRrek9Sb3JmYWdXRVV0eG84YVJ1a3dIQkRlcFBsSEJQR1A4RFk2NkFZMU9wVzRCd0pMQ0NTa3hqNXBlV1hfbG8wS1VFWlpnMFFXZGp2U01oX0E?oc=5
Zhang Zhan: Chinese blogger who filmed Wuhan lockdown is free - BBC.com,https://news.google.com/rss/articles/CBMiWkFVX3lxTFAyVnFPY0dYTTZDTGFTdGJYdlhQZDY2RlJ3Z0UwbTJsNDRnM0M1bVl1MGwwa2JRT3BQOXVXS0FxZndtd2l4VWdVdFBlaFhaZEllQUh1OXkyTUR5QdIBX0FVX3lxTE9ja1hUeW1xcE1zU2hvVThKOXdSREdlVm1XWG16VUtmeHJlWUhUSXRyWDBBdmFwWVhrWDN1WGVjZjIzNW1hU29SZmxNM1M2TFcwTm55NTNfOThGZzdfNXlr?oc=5
Man shot while fighting off attempted carjackers in Prince George's County - WUSA9.com,https://news.google.com/rss/articles/CBMizAFBVV95cUxNVDJidXd6eTZUNmF4V1ZyME5BU3J2WDlxRnI2NVdremxya3hGNm8zRnhNRDBYb0otUUlXY1k1Wm9WQkoxTjQtTl9aQk91T0FhNVhjUHF6Q2ZKWXROZ2I0N29zZ3hwTTNzTEhHTVNEZTdmb296V2czQkdmcjVEZUN4ejJkZjlXS1QxTGlyYTItNGN2MUFmeTdSeUZ0RlNta1R6WkdyTURKSDNRTk9OT3UtNVdpenhxUE1jSkRhVG9yVUZlZnpfWnNqcmdlbGQ?oc=5
Paris lockdown begins ahead of Opening Ceremony - Insidethegames.biz,https://news.google.com/rss/articles/CBMijwFBVV95cUxPM19JcFdUcUFOcUZKUDdObXJLOG5rNC1XYndEdmF2RnBzaThndWpVRjhNNjBMUWxmMVNoQkd6Y0JQTnZnOGtKRmpTQ2Vpa1BjN09wdDgyUjlXd2VQUkZ0VHF6bHNVVF9iZVp1d2pVYzZ6QkIxLVBYSUswSlh3VUtTRng2T0c4dEt4UUxXVnhGMA?oc=5
"Covid lockdowns prematurely aged girls’ brains more than boys’, study suggests - The Guardian",https://news.google.com/rss/articles/CBMixwFBVV95cUxQM0l6LUVDMUhpTTJYY1FxY2tLOVBydk9iN2pmaHFDbjNIRXNGbEdXc1ZLa3phZ19rVUYybk9wS3J1eEd4VmNoUkJ3cmlYc19rellNZWhQQmp2eW9pTEd1OHQ0ZWVoSk0ydDVSbTZ2dFQtRnBzb0cycVI1bTR5T0tZSVFkR0tUeFhTejFtWk41Q0N3YzRMM0pGV3RDbDNVZTZETm41c2JIUGl0azBsYkM4VDBqaGNtMDVOVFdqcUpFV0k3aFhmVGZz0gHHAUFVX3lxTE50cGMwdkpSOEJCUmtobVRreWRhWmtCTFRabW52UDNnS3NxRFpuUzVhcnN5Y3V0d1NPOWZBWVlVYmZILU5Uel9jQXB5UVJ5bnU5Q3o5MTlJXy1KdHNla0swX1hMOFpsam5qRWlBLUtUNXZaSlNuYlFmNGxfeU9xZ3A3WHA5TUV1TTgyQ0xkT1YzMzNacHBvdmZqMFZBMlZCVnhkYWJPUUU2WWdLcWFRczdGLUpDY1NtQmEybzltQzdMYlFlbFBnZW8?oc=5
'Threat' prompts lockdown at Thurston High School - KLCC FM Public Radio,https://news.google.com/rss/articles/CBMikwFBVV95cUxQdkNDLTlwRWpIajI4dTNpSjdVeUdfa3huSDlaMHhmVTU1eGptMkZiczdPZWE1Q01pSko5OEdLTUpCTGNJenotdEdnbUplZS1tSEgzbk1lWXljWGtsZE1NbXdCQ2hIQmtCQzJOQjdmYkd0dWFWMTVxMGxlZXpVT0pNc2d3TC1mWmppUDJRNWpTMW96RFk?oc=5
A kitten was a perfect lockdown distraction but I got more than I bargained for | Nova Weetman - The Guardian,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNV2ZrQW1vVTc0ZUt2ejU0WnY3aVRzUVVETk5vWXFWZzNRUDNXREZMRnMzNFVfYUZoekxVeEhZMV83RW9uUHZXc1ZSakhHamFuYzFiUmZTMVFTVUJrcldKTXJ1SFVNSTh6MmxYUExadm92MXRFMFIzdG05UzFIbmtodlpVVGVYcS04S1pz?oc=5
